000000 0.501 0.101450 0.397325
000500 0.774 0.144675 0.081650
001000 0.727 0.127925 0.145075
001500 0.732 0.153725 0.114350
002000 0.722 0.178150 0.100250
002500 0.665 0.200500 0.134700
003000 0.699 0.168525 0.132950
003500 0.753 0.133675 0.112950
004000 0.752 0.152400 0.096025
004500 0.725 0.157800 0.117675
005000 0.704 0.193125 0.102500
005500 0.690 0.194275 0.115475
006000 0.692 0.187400 0.120150
006500 0.782 0.137125 0.080600
007000 0.726 0.173075 0.100675
007500 0.690 0.180000 0.130325
008000 0.740 0.163050 0.097425
008500 0.794 0.141975 0.064475
009000 0.713 0.181300 0.105525
009500 0.719 0.149450 0.131225
010000 0.735 0.156675 0.108275
